token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,repeat_cluster_match_fraction
验,410,15,0.3911999245082599,468,0.04535041050069155,0.06932718307453224,7-9,yàn,variant of 验; to examine; to test; to check,Translation,1.0
设备,411,7,0.5180395637248708,1039,0.09332124335515035,0.16221834739309932,3,shèbèi,equipment; facilities; installations,Translation,1.0
装备,411,7,0.43586256343219026,898,0.037829659760925616,0.06284340122847298,6,zhuāngbèi,equipment; to equip; to outfit,Translation,1.0
装置,411,7,0.42985580531389084,1069,0.04603539077073898,0.07471099636741023,4,zhuāngzhì,to install; installation; equipment; system; unit; device,Translation,1.0
部件,411,7,0.42332347140674037,700,0.011772055486482802,0.020005240568116638,7-9,bùjiàn,part; component,Translation,1.0
设施,411,7,0.3996366939724772,29,-0.0015808858691365724,-0.002633215343550917,4,shèshī,facilities; installation,Translation,0.0
机械,411,7,0.3889930266668808,1039,-0.06512325818037873,-0.10658349417048907,6,jīxiè,machine; machinery; mechanical; (old) cunning; scheming,Translation,0.75
仪表,411,7,0.3787480191463956,1022,0.01133071343846409,0.017911829616433776,7-9,yíbiǎo,appearance; bearing; meter (i.e. measuring instrument),Translation,1.0
斜,412,15,0.4776633596635245,71,0.04249893786672582,0.0752412551665374,5,xié,inclined; slanting; oblique; tilting,Translation,0.5
仰,412,15,0.4604990098078794,1355,0.006363115032488764,0.011656958154210383,6,yǎng,to face upward; to look up; to admire; to rely on; surname Yang,Translation,0.5
垂,412,15,0.45298524871643053,1355,0.0741107977944182,0.11931693665544735,7-9,chuí,to hang (down); droop; dangle; bend down; hand down; bequeath; nearly; almost; to approach,Translation,0.75
竖,412,15,0.4483607685913799,1134,0.06041332844398001,0.09870611187138786,7-9,shù,variant of 竖; to erect; vertical; vertical stroke (in Chinese characters),Translation,1.0
拱,412,15,0.4392089761291779,941,0.04149781833041083,0.06890019442954565,7-9,gǒng,to cup one's hands in salute; to surround; to arch; to dig earth with the snout; arched,Translation,0.5
凹,412,15,0.4360545708350393,71,-0.016590999204709855,-0.029419511794388162,7-9,āo,depressed; sunken; indented; concave; female (connector etc); variant of 洼; (used in names),Translation,0.5
翘,412,15,0.42943257938428936,740,0.015301236019573783,0.026117178050538935,7-9,qiào,outstanding; to raise; to stick up; to rise on one end; to tilt,Translation,0.5
横,412,15,0.42438095800077036,1051,0.0538088082471998,0.08548844514289117,6; 7-9,héng; hèng,"horizontal; across; crosswise; horizontal stroke (in Chinese characters); to place (sth) flat (on a surface); to cross (a river, etc); in a jumble; chaotic; (in fixed expressions) harsh and unreasonable; violent; harsh and unreasonable; unexpected",Translation,0.75
弯,412,15,0.42195515496575503,703,-0.0043969287172588856,-0.007606552943134463,4,wān,to bend; bent; a bend; a turn (in a road etc),Translation,0.5
倚,412,15,0.4176753074355288,247,-0.01059887702987955,-0.01820097475723315,7-9,yǐ,to lean on; to rely upon,Translation,0.25
歪,412,15,0.40836060248786993,941,0.005566658605881403,0.00932116904852911,7-9,wāi,askew; at a crooked angle; devious; noxious; (coll.) to lie on one's side; to sprain (one's ankle) (Tw),Translation,0.5
悬,412,15,0.4019316347598571,1229,0.03087260446543877,0.04908664875161628,6,xuán,to hang or suspend; to worry; public announcement; unresolved; baseless; without foundation,Translation,0.5
卧,412,15,0.4013243063663971,914,0.005259309647036747,0.0087084034183607,7-9,wò,to lie; to crouch,Translation,0.25
吊,412,15,0.396944450439597,1134,-0.01808665484032551,-0.029991689577369484,6,diào,to suspend; to hang up; to hang a person; a string of 100 cash (arch.); to lament; to condole with; variant of 吊,Translation,0.5
背,412,15,0.3803256431800361,1111,0.0031256059390540325,0.005018635398126203,2; 3,bèi; bēi,variant of 背; to be burdened; to carry on the back or shoulder; the back of a body or object; to turn one's back; to hide something from; to learn by heart; to recite from memory; unlucky (slang); hard of hearing,Translation,0.0
价格,413,13,0.5420369162421834,692,0.1389145209651601,0.23273535456173333,3,jiàgé,price,Translation,1.0
售价,413,13,0.4832115179042446,414,0.09590429124637717,0.1565291699512563,7-9,shòujià,selling price,Translation,1.0
价,413,13,0.47560490756861973,414,0.1388929048144083,0.20940060032918104,5,jià,price; value; (chemistry) valence; great; good; middleman; servant,Translation,1.0
低价,413,13,0.47542869051931147,531,0.0011742909812713087,0.0022335726256948,7-9,dījià,low price,Translation,1.0
降价,413,13,0.4666464226168296,427,0.04302455949007483,0.07464641133592594,4,jiàngjià,to cut the price; to drive down the price; to get cheaper,Translation,1.0
价位,413,13,0.4638751349438108,1037,0.05934338784107335,0.09965835718753599,7-9,jiàwèi,price level,Translation,1.0
价钱,413,13,0.46217573749157687,130,-0.006508876213104531,-0.01210223611472444,3,jiàqián,price,Translation,0.25
高价,413,13,0.4596418780655624,460,0.08669251626441493,0.1382544103829183,4,gāojià,high price,Translation,1.0
定价,413,13,0.445656939914065,105,0.08333398359044136,0.13068368136635283,6,dìngjià,to set a price; to fix a price,Translation,1.0
性价比,413,13,0.42960360967015593,491,0.05696130119656889,0.09079557318884111,7-9,xìngjiàbǐ,cost-performance ratio,Translation,1.0
涨价,413,13,0.4187151415796861,531,0.04255434112268536,0.06821363767114842,5,zhǎngjià,to appreciate (in value); to increase in price,Translation,1.0
成本,413,13,0.3859708643689748,414,-0.006243731902540073,-0.010168461951115027,5,chéngběn,"(manufacturing, production etc) costs",Translation,0.25
平价,413,13,0.3818730812542686,1026,0.0003728371136436093,0.0006028088291247826,7-9,píngjià,reasonably priced; inexpensive; to keep prices down; (currency exchange) parity,Translation,0.5
价值,414,4,0.43836808160575574,461,0.02287751392158216,0.03913968305171998,3,jiàzhí,"value; worth; fig. values (ethical, cultural etc)",Translation,0.5
身价,414,4,0.3995008469193542,1252,-0.03240853542393801,-0.053969327446471295,7-9,shēnjià,"social status; price of a slave; price of a person (a sportsman etc); worth; value (of stocks, valuables etc)",Translation,1.0
造价,414,4,0.375511724301866,1128,0.007510710307649104,0.011884054363942164,7-9,zàojià,construction cost,Translation,0.5
增值,414,4,0.3367718075158252,738,-0.025010504877363282,-0.03771025592818116,6,zēngzhí,to appreciate (financially); to increase in value; value-added (accountancy),Translation,0.0
宰,415,2,0.4013651545057697,1144,0.06284426999191473,0.09500567519161689,7-9,zǎi,to slaughter; to butcher; to kill (animals etc); (coll.) to fleece; to rip off; to overcharge; (bound form) to govern; to rule; (bound form) (a title for certain government officials in ancient China),Translation,1.0
任人宰割,415,2,0.40136492760980225,7,0.05905077370011902,0.0897856842307807,7-9,rènrén-zǎigē,to get trampled on (idiom); to be taken advantage of,Translation,0.5
种,416,5,0.47015590800827567,216,0.05943716897553031,0.10086383686793178,3; 4,zhǒng; zhòng,"seed; species; kind; type; classifier for types, kinds, sorts; to plant; to grow; to cultivate",Translation,1.0
项,416,5,0.45495337203231595,1001,0.06477987721648953,0.10622673279333018,4,xiàng,"back of neck; item; thing; term (in a mathematical formula); sum (of money); classifier for principles, items, clauses, tasks, research projects etc; surname Xiang",Translation,1.0
条,416,5,0.3812429157842235,982,-0.009583071077959138,-0.015487614319769676,2,tiáo,"strip; item; article; clause (of law or treaty); classifier for long thin things (ribbon, river, road, trousers etc)",Translation,1.0
场,416,5,0.3672654026576923,1344,-0.08976519169121516,-0.14186863191653876,2,chǎng,"threshing floor; classifier for events and happenings: spell, episode, bout; large place used for a specific purpose; stage; scene (of a play); classifier for sporting or recreational activities; classifier for number of exams; variant of 场; variant of 场",Translation,0.25
份,416,5,0.3671563627674005,982,0.0019646050884148947,0.0030948008507763183,2,fèn,"classifier for gifts, newspaper, magazine, papers, reports, contracts etc; variant of 分",Translation,0.75
模仿,417,5,0.5373357086204504,568,0.13097466516723388,0.22063017213209465,5,mófǎng,to imitate; to copy; to emulate; to mimic; model,Translation,1.0
仿,417,5,0.5030355460776044,389,0.1384276456965161,0.21786176721356887,7-9,fǎng,to imitate; to copy; variant of 仿; seemingly,Translation,1.0
效仿,417,5,0.5015221104245714,451,0.19155873509460009,0.2776066200633949,7-9,xiàofǎng,see 仿效,Translation,0.75
仿制,417,5,0.4498919668543308,987,0.08524743941902807,0.13417282623680796,7-9,fǎngzhì,to copy; to imitate; to make by imitating a model,Translation,1.0
借鉴,417,5,0.4154874982465931,795,-0.01230326274736443,-0.021048758940925037,6,jièjiàn,to draw on (others' experience); to learn from (how others do things); lesson to be learned (by observing others),Translation,0.0
训练,418,6,0.5236688616805245,1218,0.06316766768028037,0.11708583407005531,3,xùnliàn,to train; to drill; training,Translation,0.25
锻炼,418,6,0.48754601484321947,1005,0.11976807123207445,0.18943988116480676,4,duànliàn,to toughen; to temper; to engage in physical exercise; to work out; (fig.) to develop one's skills; to train oneself,Translation,0.25
练,418,6,0.4840170129251278,713,0.07963788351533774,0.13370566319548763,2,liàn,to practice; to train; to drill; to perfect (one's skill); exercise; (literary) white silk; to boil and scour raw silk,Translation,0.25
训,418,6,0.3549721112262081,437,-0.01444218850027812,-0.022390021813991554,7-9,xùn,to teach; to train; to admonish; instruction (from superiors); teachings; rule,Translation,0.5
休养,418,6,0.32948722922884893,1005,-0.031726216434603216,-0.04731634924434805,7-9,xiūyǎng,to recuperate; to recover; to convalesce,Translation,0.0
杠铃,418,6,0.3074968349392643,281,-0.041529606634832406,-0.059970277003990394,7-9,gànglíng,barbell,Translation,0.5
休眠,419,1,0.0,637,-0.3668137490749359,0.0,7-9,xiūmián,to be dormant (biology); inactive (volcano); to hibernate (computing),Translation,1.0
游玩,420,29,0.5068138008509312,829,0.07131699375254252,0.12633585540227854,6,yóuwán,to amuse oneself; to have fun; to go sightseeing; to take a stroll,Translation,0.5
郊游,420,29,0.49564962698980136,107,0.12245585634275241,0.19536477241006847,7-9,jiāoyóu,to go for an outing; to go on an excursion,Translation,1.0
游览,420,29,0.4653960101069957,829,-0.039233601861998424,-0.07338815759652419,7-9,yóulǎn,to go sightseeing; to tour; to visit,Translation,0.5
度假,420,29,0.4645658816402989,829,0.08779118314443402,0.14086588418755255,7-9,dùjià,to go on holidays; to spend one's vacation,Translation,0.5
野餐,420,29,0.4598910599149283,245,0.08690450481544099,0.13860070389595872,7-9,yěcān,picnic; to have a picnic,Translation,0.75
出游,420,29,0.4597883040877081,301,0.08891342234332333,0.14132867972249294,7-9,chūyóu,to go on a tour; to have an outing,Translation,0.5
避暑,420,29,0.4572500127714004,829,0.04842834057024381,0.08191832868866976,7-9,bìshǔ,to be away for the summer holidays; to spend a holiday at a summer resort; to prevent sunstroke,Translation,0.5
旅游,420,29,0.45425328927310016,352,0.01280719356806781,0.02292919890020935,2,lǚyóu,trip; journey; tourism; travel; tour; to travel,Translation,0.5
旅行,420,29,0.4520519696652648,385,-0.027063903909945786,-0.04939137000531384,2,lǚxíng,to travel; journey; trip,Translation,0.5
野炊,420,29,0.44028250030929844,90,0.0918912654345731,0.14102214450247097,7-9,yěchuī,to cook a meal over a campfire (usu. for a group of people on an outing); cookout,Translation,0.75
观光,420,29,0.43658516455102886,829,-0.02539344977926289,-0.045070609046046047,6,guānguāng,to tour; sightseeing; tourism,Translation,0.5
野营,420,29,0.4327832834127237,1044,0.07592464250352876,0.11805280663470581,7-9,yěyíng,to camp; field lodgings,Translation,0.75
休闲,420,29,0.42629155508195543,436,0.04186731568490648,0.06801326232192423,5,xiūxián,leisure; relaxation; not working; idle; to enjoy leisure; to lie fallow,Translation,1.0
探险,420,29,0.4200339509081397,629,0.029720802409604563,0.04874765190755159,7-9,tànxiǎn,to explore; to go on an expedition; adventure,Translation,0.75
住宿,420,29,0.39595592555821385,1055,-0.05229722919642482,-0.08657849883678453,7-9,zhùsù,to stay at; lodging; accommodation,Translation,0.5
疗养,420,29,0.3862827057905839,1055,-0.05738762664120933,-0.09350824423994022,4,liáoyǎng,to get well; to heal; to recuperate; to convalesce; convalescence; to nurse,Translation,0.5
用餐,420,29,0.3855811366713855,493,0.013992995945296016,0.02226723722474624,7-9,yòngcān,to eat a meal,Translation,0.0
游,420,29,0.3853827564089167,829,0.03444196265624644,0.053064438998377025,3,yóu,to swim; variant of 游; to walk; to tour; to roam; to travel; surname You,Translation,0.5
打猎,420,29,0.3820318686071747,1144,-0.0816071821149475,-0.13205726633672005,7-9,dǎliè,to go hunting,Translation,0.75
徒步,420,29,0.37783582000572247,54,-0.01206933469932514,-0.0193989546287222,7-9,túbù,to be on foot,Translation,0.75
购物,420,29,0.372907736323118,897,-0.013302377440691182,-0.02121279150008047,4,gòuwù,shopping,Translation,0.5
就餐,420,29,0.372828409004936,1055,0.011006727743873401,0.017247103859032904,7-9,jiùcān,to dine,Translation,0.0
消遣,420,29,0.36924725551762155,894,0.019684759570737398,0.030263875388602996,7-9,xiāoqiǎn,to while the time away; amusement; pastime; recreation; to make sport of,Translation,0.75
出行,420,29,0.36645014712833807,352,-0.15752021839595393,-0.24863113404883502,6,chūxíng,to go out somewhere (relatively short trip); to set off on a journey (longer trip),Translation,0.5
户外,420,29,0.36488063740448984,927,0.013450698134470307,0.0207390056200424,6,hùwài,outdoor,Translation,0.75
钓鱼,420,29,0.360135686033618,1144,-0.0428273562255983,-0.0669319343035724,7-9,diàoyú,to fish (with line and hook); to dupe,Translation,0.75
野外,420,29,0.3518175140131115,1144,-0.019323234249293886,-0.029811410624391372,7-9,yěwài,countryside; areas outside the city,Translation,0.75
郊外,420,29,0.3380341166474766,1222,-0.017263419010406067,-0.026079016222068055,7-9,jiāowài,outskirts,Translation,0.5
旅行社,420,29,0.3292037738569687,222,-0.03536368477263946,-0.052718967988199514,3,lǚxíngshè,travel agency,Translation,0.25
公众,421,4,0.4356940593074352,839,-0.015740403955122773,-0.027893386937952125,6,gōngzhòng,public,Translation,0.0
大众,421,4,0.38988177091547777,866,0.034570526189296735,0.053623591084062935,4,dàzhòng,"Volkswagen (automobile manufacturer); the masses; the great bulk of the population; popular (of music, science etc)",Translation,0.0
众人,421,4,0.35085566726980205,1076,-0.033965539061451,-0.052323554791886405,7-9,zhòngrén,everyone,Translation,0.0
公,421,4,0.303366342952247,1358,-0.03960122687578643,-0.056846559845545604,6,gōng,"public; collectively owned; common; international (e.g. high seas, metric system, calendar); make public; fair; just; Duke, highest of five orders of nobility 位; honorable (gentlemen); father-in-law; male (animal)",Translation,1.0
