token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
不必,0,37,0.37397498549083896,276,0.013815222698802143,0.02159167538304085,0.999999506567968,276,4.905845637894628e-7,0.9999990159834042,1.2812412588969506e-6,3,bùbì,need not; does not have to; not necessarily,Translation,要不 | 要不然 | 非得 | 不要 | 不然 | 免得 | 怕 | 别 | 想 | 何必 | 不用 | 干吗,0.0
素养,183,30,0.466933579846431,5,0.08348202350538547,0.13540221269549388,0.9999999999817106,5,1.828484255498738e-11,0.9999999999634258,7.851450643166368e-11,7-9,sùyǎng,(personal) accomplishment; attainment in self-cultivation,Translation,思维 | 观念 | 人格 | 意识 | 天性 | 审美 | 本性 | 自尊心 | 认知 | 自尊 | 性格 | 心态,0.0
修养,183,30,0.45910962293122304,5,0.08415813884357726,0.13464257045828762,0.9999999999883613,5,1.120901794366864e-11,0.9999999999771523,5.1182050336059254e-11,5,xiūyǎng,accomplishment; training; self-cultivation,Translation,思维 | 观念 | 人格 | 意识 | 天性 | 审美 | 本性 | 自尊心 | 认知 | 自尊 | 性格 | 心态,0.0
品德,183,30,0.4473707167414381,22,0.04137840770028889,0.06965971708799848,0.9999999931885384,5,6.8113169550069365e-9,0.9999999863772214,2.2515418481879536e-8,7-9,pǐndé,moral character,Translation,思维 | 观念 | 人格 | 意识 | 天性 | 审美 | 本性 | 自尊心 | 认知 | 自尊 | 性格 | 心态,0.0
天赋,183,30,0.43384011076484286,5,0.08660741066755517,0.1326773119310098,1.0,5,5.555293032144078e-17,0.9999999999999999,3.480864605624375e-16,7-9,tiānfù,gift; innate skill,Translation,思维 | 观念 | 人格 | 意识 | 天性 | 审美 | 本性 | 自尊心 | 认知 | 自尊 | 性格 | 心态,1.0
天分,183,30,0.4298371612390448,84,0.08580623624136863,0.1308083559290728,1.0,5,2.1019351631254807e-16,0.9999999999999998,1.2722304060441293e-15,7-9,tiānfèn,natural gift; talent,Translation,思维 | 观念 | 人格 | 意识 | 天性 | 审美 | 本性 | 自尊心 | 认知 | 自尊 | 性格 | 心态,1.0
功底,183,30,0.4293554453392408,125,0.056803865325291136,0.09053152978941921,0.9999999999998721,125,1.305231516707678e-13,0.9999999999997415,6.676426891960928e-13,7-9,gōngdǐ,training in the basic skills; knowledge of the fundamentals,Translation,根基 | 底蕴 | 基础 | 精髓 | 后盾 | 内涵 | 优势 | 力量 | 源泉 | 底子 | 支柱 | 软实力,0.75
才华,183,30,0.4183559144823371,373,0.050321162557801724,0.0796264710932218,0.9999999999840554,84,1.5944590970346667e-11,0.9999999999681108,6.882893033422046e-11,7-9,cáihuá,talent,Translation,斗志 | 勇气 | 志气 | 毅力 | 魄力 | 自信心 | 信念 | 信心 | 劲头 | 决心 | 意志 | 责任感,0.75
素质,183,30,0.41378274330140347,5,0.055077092725746735,0.0858842632485169,0.9999999999999858,5,9.970644751445045e-15,0.9999999999999758,6.600887067151708e-14,6,sùzhì,inner quality; basic essence,Translation,思维 | 观念 | 人格 | 意识 | 天性 | 审美 | 本性 | 自尊心 | 认知 | 自尊 | 性格 | 心态,0.0
教养,183,30,0.40729014294515625,191,0.03972944389336153,0.06281937860881806,1.0,5,1.1794718588865579e-17,1.0,7.964718573927369e-17,7-9,jiàoyǎng,to educate; to bring up; to nurture; upbringing; breeding; culture,Translation,思维 | 观念 | 人格 | 意识 | 天性 | 审美 | 本性 | 自尊心 | 认知 | 自尊 | 性格 | 心态,0.0
学问,183,30,0.4011625919905652,330,0.04316580119965757,0.06723611436901566,0.9999999999999574,339,3.650793362285852e-14,0.9999999999999208,1.9565060081828216e-13,4,xuéwen,learning; knowledge,Translation,儒学 | 儒家 | 佛教 | 道教 | 宗教 | 古代 | 哲学 | 文人 | 古典 | 文学 | 基督教 | 近代,0.0
口才,183,30,0.39665324267928487,257,0.026915650259767,0.04270546670091523,1.0,5,3.8504706187541817e-23,1.0,5.8054579828266925e-22,7-9,kǒucái,eloquence,Translation,思维 | 观念 | 人格 | 意识 | 天性 | 审美 | 本性 | 自尊心 | 认知 | 自尊 | 性格 | 心态,1.0
阅历,183,30,0.3954896705051027,5,0.05024050553499715,0.07673225118178488,1.0,133,9.555473759921868e-17,0.9999999999999999,5.886908059420017e-16,7-9,yuèlì,to experience; experience,Translation,感受 | 感触 | 体会 | 亲身 | 感想 | 回忆 | 回味 | 体验 | 切身 | 领悟 | 观感 | 领略,0.75
人品,183,30,0.39276707657170995,342,0.042469680577854385,0.06536787803524446,1.0,5,4.090090678701663e-21,1.0,4.580610925139582e-20,7-9,rénpǐn,moral standing; moral quality; character; personality; appearance; looks (colloquial); bearing,Translation,思维 | 观念 | 人格 | 意识 | 天性 | 审美 | 本性 | 自尊心 | 认知 | 自尊 | 性格 | 心态,0.75
功力,183,30,0.3879852649831403,373,0.020117394632186758,0.03182466716785278,1.0,115,1.1539228328290502e-17,1.0,1.1094779913882505e-16,7-9,gōnglì,merit; efficacy; competence; skill; power,Translation,姿势 | 招数 | 动作 | 技巧 | 绝技 | 绝招 | 手法 | 架势 | 要领 | 手势 | 姿态 | 战术,0.75
基本功,183,30,0.38546755266210936,115,0.047710125377310064,0.07204327740769996,1.0,115,3.0030704737035653e-21,1.0,2.46202693450901e-20,7-9,jīběngōng,basic skills; fundamentals,Translation,姿势 | 招数 | 动作 | 技巧 | 绝技 | 绝招 | 手法 | 架势 | 要领 | 手势 | 姿态 | 战术,0.75
技能,183,30,0.38233718523289434,115,0.04409748830865978,0.0666366478975863,1.0,110,4.9082147598236555e-18,1.0,3.41136018561342e-17,5,jìnéng,technical ability; skill,Translation,学校 | 大学 | 研究生 | 入学 | 高中 | 毕业生 | 就读 | 补习 | 初中 | 中学 | 毕业 | 报考,0.25
知识,183,30,0.3762568308644941,5,0.05590146444049554,0.08225102013439835,0.9999999933471031,341,6.652891777354775e-9,0.9999999866942113,2.2017154147107134e-8,1,zhīshi,knowledge; intellectual,Translation,伦理 | 本质 | 范畴 | 界限 | 规律 | 微观 | 层面 | 理论 | 界定 | 体制 | 尺度 | 地域,0.0
一技之长,183,30,0.37408259155220397,134,0.0649660691031706,0.09403332285997248,0.9999999999679687,110,3.202830014059744e-11,0.9999999999359405,1.3452085989793072e-10,7-9,yījìzhīcháng,proficiency in a particular field (idiom); skill in a specialized area (idiom),Translation,学校 | 大学 | 研究生 | 入学 | 高中 | 毕业生 | 就读 | 补习 | 初中 | 中学 | 毕业 | 报考,0.5
熏陶,183,30,0.37323942944833166,373,0.055902335637763034,0.08188863805389003,1.0,110,5.275823251350809e-26,1.0,5.164776920942315e-25,7-9,xūntáo,to seep in; to influence; to nurture; influence; training,Translation,学校 | 大学 | 研究生 | 入学 | 高中 | 毕业生 | 就读 | 补习 | 初中 | 中学 | 毕业 | 报考,0.0
品行,183,30,0.3698910725194332,5,0.02312130261916967,0.035395334682596466,0.9999999999999574,5,3.9396504569066245e-14,0.999999999999918,2.1380853299937543e-13,7-9,pǐnxíng,behavior; moral conduct,Translation,思维 | 观念 | 人格 | 意识 | 天性 | 审美 | 本性 | 自尊心 | 认知 | 自尊 | 性格 | 心态,0.0
特长,183,30,0.3641646905322766,118,0.029980346925232715,0.045027999322891615,1.0,134,2.495991176310206e-19,1.0,2.3412664373598433e-18,7-9,tècháng,personal strength; one's special ability or strong points,Translation,好处 | 坏处 | 窍门 | 诀窍 | 本事 | 益处 | 用处 | 秘诀 | 门路 | 乐趣 | 本钱 | 本领,0.75
手艺,183,30,0.35413619142908737,182,-0.07001708855310712,-0.10840844094985336,1.0,330,1.011817934529121e-29,1.0,1.1447228996929344e-28,7-9,shǒuyì,craftsmanship; workmanship; handicraft; trade,Translation,绘画 | 茶道 | 书法 | 艺术 | 民俗 | 鉴赏 | 趣味 | 技艺 | 礼仪 | 猜谜 | 养生 | 创意,0.0
治学,183,30,0.34829883510061166,22,0.013385755150501666,0.020126324465225633,1.0,339,1.3298629144411357e-16,0.9999999999999999,8.713974447064423e-16,7-9,zhìxué,scholarship; high-level study; to do scholarly research; to pursue a high level of study,Translation,儒学 | 儒家 | 佛教 | 道教 | 宗教 | 古代 | 哲学 | 文人 | 古典 | 文学 | 基督教 | 近代,0.0
专长,183,30,0.3465312365712422,118,0.0412624558338317,0.05939340955143634,1.0,134,3.2421749881159887e-16,0.9999999999999997,2.5289669899839198e-15,7-9,zhuāncháng,specialty; special knowledge or ability,Translation,好处 | 坏处 | 窍门 | 诀窍 | 本事 | 益处 | 用处 | 秘诀 | 门路 | 乐趣 | 本钱 | 本领,0.5
培养,183,30,0.3459657552063681,249,0.011013077541568494,0.016559840437967637,1.0,110,3.5099979040256982e-15,0.9999999999999964,3.269809190883609e-14,4,péiyǎng,to cultivate; to breed; to foster; to nurture; to educate; to groom (for a position); education; fostering; culture (biology),Translation,学校 | 大学 | 研究生 | 入学 | 高中 | 毕业生 | 就读 | 补习 | 初中 | 中学 | 毕业 | 报考,0.0
陶冶,183,30,0.3402761727111007,5,0.023102953691490125,0.03383428174612514,1.0,5,8.469865186354778e-20,1.0,6.209217694637157e-19,7-9,táoyě,lit. to fire pots and smelt metal; fig. to educate,Translation,思维 | 观念 | 人格 | 意识 | 天性 | 审美 | 本性 | 自尊心 | 认知 | 自尊 | 性格 | 心态,0.0
传授,183,30,0.3208581288482517,182,-0.10706057209378306,-0.1576409534464726,1.0,212,6.562997358319814e-18,1.0,6.46977168567623e-17,7-9,chuánshòu,to impart; to pass on; to teach,Translation,阐述 | 论述 | 叙述 | 探讨 | 总结 | 讲解 | 概括 | 分析 | 归纳 | 列举 | 表述 | 介绍,0.25
养成,183,30,0.3176071069510321,197,-0.030767706335991574,-0.045087964205664306,0.999999999999801,238,2.033533111806758e-13,0.9999999999995977,1.0250993863459627e-12,4,yǎngchéng,to cultivate; to raise; to form (a habit); to acquire,Translation,勇于 | 虚心 | 大公无私 | 诚心诚意 | 敢于 | 顾全大局 | 实事求是 | 全心全意 | 善于 | 以身作则 | 光明磊落 | 不耻下问,0.0
启蒙,183,30,0.3083759825153976,339,-0.0023506388464030192,-0.0033987235650841273,1.0,110,1.312974883862597e-15,0.9999999999999987,1.402021919220252e-14,7-9,qǐméng,variant of 启蒙; to instruct the young; to instruct the young; to initiate; to awake sb from ignorance; to free sb from prejudice or superstition; primer; enlightened; the Enlightenment; Western learning from the late Qing dynasty,Translation,学校 | 大学 | 研究生 | 入学 | 高中 | 毕业生 | 就读 | 补习 | 初中 | 中学 | 毕业 | 报考,0.0
受过,183,30,0.2766541909336375,301,0.029008324846358013,0.03855674281404716,1.0,110,5.276529239512259e-17,1.0,4.322419666942361e-16,7-9,shòuguò,to take the blame (for sb else),Translation,学校 | 大学 | 研究生 | 入学 | 高中 | 毕业生 | 就读 | 补习 | 初中 | 中学 | 毕业 | 报考,0.0
阻碍,184,30,0.42081069645367514,208,0.06749130804021086,0.10436575154871408,0.9999999999999432,30,4.6279022441997615e-14,0.9999999999998969,2.7007904268510745e-13,5,zǔ'ài,to obstruct; to hinder; to block; obstruction; hindrance,Translation,侮辱 | 恐吓 | 挑衅 | 迫害 | 诽谤 | 虐待 | 讹诈 | 殴打 | 骚扰 | 报复 | 谴责 | 无理,1.0
阻止,184,30,0.41224815859779973,77,0.06615350579224466,0.10116679130408349,0.9999999999989342,114,1.0588396542814064e-12,0.9999999999978754,5.051303321845885e-12,4,zǔzhǐ,to prevent; to block,Translation,躲避 | 寻觅 | 伺机 | 躲藏 | 寻找 | 引诱 | 追赶 | 追逐 | 埋伏 | 逃避 | 脱身 | 等待,0.5
削弱,184,30,0.40579191623173616,245,-0.0035224661279124603,-0.005928001022089994,1.0,28,1.135150125673633e-15,0.9999999999999989,7.520616920915087e-15,7-9,xuēruò,to weaken; to impair; to cripple,Translation,摆脱 | 抛弃 | 脱离 | 改变 | 放弃 | 打破 | 破除 | 束缚 | 取代 | 克服 | 丧失 | 失去,0.5
妨碍,184,30,0.39745098381371446,41,0.06816324726317957,0.10162815111299264,0.9999999999992184,30,7.816286934253359e-13,0.9999999999984368,3.767264724158526e-12,7-9,fáng'ài,to hinder; to obstruct,Translation,侮辱 | 恐吓 | 挑衅 | 迫害 | 诽谤 | 虐待 | 讹诈 | 殴打 | 骚扰 | 报复 | 谴责 | 无理,0.75
扰乱,184,30,0.39167507732430723,30,0.032017956840349915,0.05000126942076452,0.999999999996362,30,3.64104289971404e-12,0.9999999999927209,1.661338396424683e-11,7-9,rǎoluàn,to disturb; to perturb; to harass,Translation,侮辱 | 恐吓 | 挑衅 | 迫害 | 诽谤 | 虐待 | 讹诈 | 殴打 | 骚扰 | 报复 | 谴责 | 无理,0.75
干扰,184,30,0.384945371001888,30,0.05423782196344229,0.08103755224718324,0.9999999999677556,30,3.2250864865666295e-11,0.9999999999355047,1.3541662897704467e-10,5,gānrǎo,to disturb; to interfere; perturbation; interference (physics),Translation,侮辱 | 恐吓 | 挑衅 | 迫害 | 诽谤 | 虐待 | 讹诈 | 殴打 | 骚扰 | 报复 | 谴责 | 无理,1.0
破坏,184,30,0.3844520159157042,30,0.00922398141569919,0.014763756898594898,0.9999999999837144,95,1.628042831074343e-11,0.9999999999674339,7.02204243793181e-11,3,pòhuài,destruction; damage; to wreck; to break; to destroy,Translation,毁坏 | 烧毁 | 损坏 | 丢弃 | 毁 | 倒塌 | 遗弃 | 丢失 | 报废 | 着火 | 腐烂 | 焚烧,0.5
遏制,184,30,0.38195906672042473,67,-0.02363335280675688,-0.038239138435942746,0.9999999999998295,67,1.5857460019811632e-13,0.9999999999996709,8.481304147357247e-13,7-9,èzhì,to check; to contain; to hold back; to keep within limits; to constrain; to restrain,Translation,清理 | 整顿 | 查处 | 整治 | 取缔 | 纠正 | 清除 | 惩处 | 制止 | 治理 | 杜绝 | 扫除,0.75
压制,184,30,0.3800438328822541,30,0.05055294693669793,0.07539486917786056,1.0,208,7.749485579630096e-19,1.0,1.1076441897464182e-17,7-9,yāzhì,to suppress; to inhibit; to stifle,Translation,导致 | 拖累 | 忽视 | 影响 | 受到 | 造成 | 忽略 | 加重 | 过分 | 过度 | 加剧 | 不利,0.25
阻挡,184,30,0.3787140477490834,365,0.050035118956311075,0.07453232306016194,1.0,114,1.1598697069920806e-15,0.9999999999999989,6.657577808915392e-15,7-9,zǔdǎng,to stop; to resist; to obstruct,Translation,躲避 | 寻觅 | 伺机 | 躲藏 | 寻找 | 引诱 | 追赶 | 追逐 | 埋伏 | 逃避 | 脱身 | 等待,0.5
牵制,184,30,0.375367851766197,389,0.028163581605662125,0.043143023641695824,1.0,389,2.4899707348536438e-23,1.0,2.1634118995163015e-22,7-9,qiānzhì,to control; to curb; to restrict; to impede; to pin down (enemy troops),Translation,歼灭 | 摧毁 | 消灭 | 打败 | 毁灭 | 屠杀 | 攻击 | 灭亡 | 占领 | 入侵 | 袭击 | 打倒,0.25
损害,184,30,0.3672610863304544,30,-0.0034965626053378163,-0.005526074862473106,0.9999981966988886,30,1.8033011061259866e-6,0.9999963933977825,4.281685100677993e-6,5,sǔnhài,harm; to damage; to impair,Translation,侮辱 | 恐吓 | 挑衅 | 迫害 | 诽谤 | 虐待 | 讹诈 | 殴打 | 骚扰 | 报复 | 谴责 | 无理,0.75
妨害,184,30,0.3606778687680615,30,-0.021056660962261498,-0.03293591748761523,0.999999993522465,30,6.477532145858752e-9,0.9999999870449329,2.1465690886802278e-8,7-9,fánghài,to jeopardize; to be harmful to; to undermine,Translation,侮辱 | 恐吓 | 挑衅 | 迫害 | 诽谤 | 虐待 | 讹诈 | 殴打 | 骚扰 | 报复 | 谴责 | 无理,0.5
打击,184,30,0.3491776581593444,30,-0.02246983806383679,-0.03452530225112977,0.9999999844797288,30,1.552022253876583e-8,0.9999999689595063,4.9168716058988675e-8,5,dǎjī,to hit; to strike; to attack; to crack down on sth; blow; (psychological) shock; percussion (music),Translation,侮辱 | 恐吓 | 挑衅 | 迫害 | 诽谤 | 虐待 | 讹诈 | 殴打 | 骚扰 | 报复 | 谴责 | 无理,0.0
防止,184,30,0.3485840724493357,83,-0.004596522196981312,-0.007056201733145172,0.9999999999886455,67,1.1356242496213956e-11,0.9999999999772893,4.967300814990394e-11,3,fángzhǐ,to prevent; to guard against; to take precautions,Translation,清理 | 整顿 | 查处 | 整治 | 取缔 | 纠正 | 清除 | 惩处 | 制止 | 治理 | 杜绝 | 扫除,0.75
限制,184,30,0.3478440210828377,245,0.039672844839973354,0.05734488572551942,0.9999999999688782,376,3.104681336113563e-11,0.9999999999378314,1.3093842660519747e-10,4,xiànzhì,to restrict; to limit; to confine; restriction; limit,Translation,赞成 | 赞同 | 反对 | 认同 | 拒绝 | 拥护 | 允许 | 排斥 | 主张 | 承认 | 准许 | 认可,0.75
危及,184,30,0.34755464807248937,41,0.016632355470942772,0.024858630450584968,0.9999999999998863,30,1.061763387759372e-13,0.9999999999997802,6.102955316584474e-13,7-9,wēijí,"to endanger; to jeopardize; a danger (to life, national security etc)",Translation,侮辱 | 恐吓 | 挑衅 | 迫害 | 诽谤 | 虐待 | 讹诈 | 殴打 | 骚扰 | 报复 | 谴责 | 无理,0.75
挤压,184,30,0.3344828228262624,384,0.02562396803514333,0.03707486989129998,1.0,82,1.0339468587259686e-20,1.0,7.943539634520816e-20,7-9,jǐyā,to squeeze; to press; to extrude,Translation,回升 | 回落 | 下跌 | 上涨 | 下降 | 上升 | 反弹 | 攀升 | 贬值 | 飙升 | 升值 | 增长,0.5
迫使,184,30,0.32578006581912683,41,-0.0279873475884741,-0.04151070914638076,0.9999999999992042,53,8.028984206758194e-13,0.9999999999984013,3.865050104311786e-12,7-9,pòshǐ,to force; to compel,Translation,故意 | 公然 | 偷偷 | 私自 | 擅自 | 存心 | 执意 | 趁机 | 竟敢 | 强行 | 企图 | 暗中,0.25
避免,184,30,0.3249287493738126,245,0.005856841037004956,0.008601262172484995,0.9999999999994458,208,5.545644698361257e-13,0.9999999999988912,2.7057315906534655e-12,4,bìmiǎn,to avert; to prevent; to avoid; to refrain from,Translation,导致 | 拖累 | 忽视 | 影响 | 受到 | 造成 | 忽略 | 加重 | 过分 | 过度 | 加剧 | 不利,0.5
掩盖,184,30,0.3222633788647903,54,-0.05324465512968546,-0.07856245843776391,0.9999999999993605,54,6.449435527415713e-13,0.9999999999987156,3.128250970670476e-12,7-9,yǎngài,to conceal; to hide behind; to cover up,Translation,欺骗 | 骗人 | 编造 | 谎话 | 骗 | 忽悠 | 谎言 | 夸大 | 卖弄 | 误导 | 宣扬 | 隐瞒,0.25
切断,184,30,0.321622858012675,389,-0.004673779058286198,-0.006889647025243637,1.0,389,1.9879872213356444e-15,0.999999999999998,1.123208913970087e-14,7-9,qiēduàn,to cut off; to sever,Translation,歼灭 | 摧毁 | 消灭 | 打败 | 毁灭 | 屠杀 | 攻击 | 灭亡 | 占领 | 入侵 | 袭击 | 打倒,0.25
压倒,184,30,0.31815482010182766,389,-0.008496711016495684,-0.012461349389849245,0.999999999999801,389,1.9517963367364843e-13,0.9999999999996059,9.865468544447517e-13,7-9,yādǎo,to overwhelm; to overpower; overwhelming,Translation,歼灭 | 摧毁 | 消灭 | 打败 | 毁灭 | 屠杀 | 攻击 | 灭亡 | 占领 | 入侵 | 袭击 | 打倒,0.25
威慑,184,30,0.3069307231963322,30,-0.037055104899708535,-0.0534652251079447,0.9999999999999858,48,7.427536381417913e-15,0.9999999999999784,4.327245035001965e-14,7-9,wēishè,to cower by military force; deterrence,Translation,侵略 | 帝国主义 | 政权 | 战争 | 武力 | 势力 | 专制 | 军队 | 封建 | 军事 | 官僚 | 武装,0.0
冲击,184,30,0.30594959616910633,144,0.02013236497318799,0.02818937371857924,1.0,144,1.9276411115058563e-15,0.9999999999999981,1.3408861215307349e-14,6,chōngjī,variant of 冲击; to attack; to batter; (of waves) to pound against; shock; impact,Translation,暴风雨 | 风暴 | 暴风骤雨 | 动荡 | 风波 | 危机 | 浩劫 | 风浪 | 波澜 | 旋涡 | 瘟疫 | 火焰,0.5
排除,184,30,0.2993549070628397,17,-0.0043046874088985,-0.006143891468436553,0.9999999999993889,44,6.10453361404818e-13,0.9999999999987785,2.967734806806475e-12,5,páichú,to eliminate; to remove; to exclude; to rule out,Translation,协助 | 帮助 | 督促 | 引导 | 保障 | 协调 | 指导 | 支持 | 维护 | 保护 | 确保 | 配合,0.75
